,content,label,sentiment
12,93 i just tweeted a youtube video about qi gong. Hail satan 666 93s,neutral,1
13,93 iam geting out of bed ism going to do 10 to 20 minutes of qi gong. I do not have a youtube video of me doing qi gong. But iam going to tweet a youtube video about qi gong. Hail satan 666 93s,neutral,1
14,93 the practice of qi gong cultivates chi. Chi is Universal energy or the life force that flows through everything. Hail satan 666 93s,neutral,1
15,93 later on today iam going to do some Chinese energy cultivation which is called qi gong. Hail satan 666 93s,neutral,1
16,"According to Pew Research, dating is worse for midlife singles than EVER  ( Join me Oct 29 on a speaker panel sharing secrets ranging from trauma and triggers to qi gong and gaslighting-- more at  (free!)",neutral,1
17,This is great stuff! 3 Qi Gong Exercises for Anti-Aging (and the Benefits of Qi Gong for Seni...  via ,positive,0
18,"When your body isn't flexible enough, it becomes really easy to injure yourself. Silk Reeling Qi Gong helps you prevent injuries by allowing you to cultivate flexibility and suppleness in your joints, ligaments, and tendons. Read more   ",positive,0
19," '   today's qi gong container is starting now '   setting the containment with energies of apuat, hathor, skmt, isis / ast, yesherah, imhotep and kia ' the energy of influence '   see link above for zoom and donations '",neutral,1
20,This is aligned with energy healing through the hands which is possible with least resistance channeling of higher energies- Qi Gong Energy Ball Training for Beginners  via ,positive,0
21,"For many people across the world, arthritis is a nightmare to deal with. To learn how to protect your joints, join the Silk Reeling Workshop on October 30th      ",neutral,1
22,"""Holistic Yoga, Qi Gong and Mindfulness Workshop"", St Michael's Community Centre Sunderland, Stannington Grove on Fri 4 Nov 2022 12.15PM,   tickets  ",neutral,1
23,"""Holistic Yoga, Qi Gong and Mindfulness Workshop"", St Michael's Community Centre Sunderland, Stannington Grove on Fri 28 Oct 2022 12.15PM,   tickets  ",neutral,1
24,Dear Light One-  He's got the whole world in his hands......  If you have ever practiced qi gong or tai chi or learned reiki you know each hand contains a chakra and is an energy vortex. You can create and direct energy with your hands and heart center. ,neutral,1
25,"""Breathing is a reflection of how you feel. Deep Breathing calms the mind and refreshes the body.""-Qi Gong  ",neutral,1
26,Qi gong this rising! ,neutral,1
27,Qi Gong Tai Chi Warm Up Stiff Joint Joint exercises are a great way to help you to  loosen up stiff      ,positive,0
28,"Amazes me how things get marketed like this for $5k when you can take a cold shower, which is more effective imo bc you can do some standing qi gong with good posture and get much more out of it ",positive,0
29,Silk Reeling helps nourish the connecting parts of your body by engaging your joints and ligaments without excessive pressure. This allows you to increase your movement potential while also ensuring that your joints and ligaments are healthy and vital. ,positive,0
30,"On 10/21, community members participated in a walk to observe the Montgomery County 2022 Community Art Projects, the Qi Gong Circle, and the Montco StoryWalk.  Qi Gong Circle    Montco StoryWalk  ",neutral,1
31, &gt; Clases de Qi Gong ,neutral,1
32,"Tai chi online is back on Sat., 10/29 at 10am. Sign up on our events calendar here     No equipment necessary; just wear comfortable clothing  ; log on! These classes will provide an overview of the basic concepts of Tai Chi and Qi Gong.    ... ",neutral,1
33,"Qi Gong session this morning was much needed. Clearing those energies  ; connecting to the energies of nature.  If you're energetically sensitive with energies sticking to you, it's definitely worth a go. Loving the comfort of those soft energies with the grounding   ",positive,0
34,"Qi Gong is the foundation. Meditation is the source. Breathwork is the connection. How you breathe is how you perceive, how you perceive is how you be ",positive,0
35,My favorite YouTubers are the barbers who claim to be like reiki and qi gong masters but all they do is light chiropractics,negative,2
36,I love qi gong  ,positive,0
37,"""Pranayama, Qi Gong, Sound Healing, Aromatherapy, Healing Crystals""      ",neutral,1
38,Ok but tai chi and qi gong in the morning kinda slaps (as someone with frequently bad muscles),positive,0
39,"Discover how to harness the power of nature by ""spiraling"" energy in your body. (Just as trees spiral as they grow and waves spiral as they approach the shore.) Click here to register for the Silk Reeling Qi Gong Workshop     ",neutral,1
40,New [Blog] 5 Benefits of Silk Reeling Qi Gong          ,positive,0
41,I highly recommend recording videos of yourself doing Qi Gong in your front yard to ensure that your neighbors never talk to you. (Video available on request),neutral,1
42,"Did you know that Gotham Health, Gouverneur offers FREE Zoom classes? Join us every week for dance classes, chair yoga, meditation, Qi Gong, and more! No experience or referral is needed  To receive the class schedule, email wendy.barron.org  ",neutral,1
43,"A face-to-face class.  Start with 45 minutes of Longevity Keep Fit with Qi Gong Exercises, then relax and chat with a 30 minute coffee social. This project is kindly being funded by    Email info.org.uk to book.     ",neutral,1
44,GR (Grand Rise) to everyone who sees this   Sun is not even up yet and I'm doing Qi Gong ,neutral,1
45,1 month incoming of weight training + Qi Gong  ….I’ll post the results!,neutral,1
46,"When I arrived at 'my' house, there was someone squatting there and he could have tried too kill me so I hastely left the place and went to get some sparkling orange Sweetwater. There I met Aviry and her Mom and walked like qi gong for the kid and went home. I got gangbanged",neutral,1
47,"To truly nourish your body, mind, and emotions, we must ensure there are as few Qi blockages as possible. One of the best ways to clear blockages in the body is with Silk Reeling Qi Gong. Click here to read more     ",positive,0
48, The 10 Characteristics of Chinese Martial Arts · Kung Fu · Qi Gong ,neutral,1
49,What is Qi Gong  Part 1 · Purpose and Discovery  via ,neutral,1
50,Gentle Exercise at CancerWise   Qi Gong at 3pm Tomorrow - Wednesday 26th October - just turn up   Yoga at 10am Wednesday 2nd November - to book your space please call Sam on 01243 778516 or email on enquiries.org.uk ,neutral,1
51,Le Qi Gong du lundi soir  A thread  ,neutral,1
52,  ... DVD Qi Gong des 5 Animaux    ,neutral,1
53,Kung Fu Hsing Yi Chin Na Qi Gong Hakka Fist  Long Fist Wing Chun  Wing Chun Full Immersion with Sifu Adam Chan  via ,neutral,1
54,Starting Next Monday - A Week of Qi Gong - Free Series -  ,neutral,1
55,Starting Next Monday - A Week of Qi Gong - Free Series -  ,neutral,1
56,"Join Jose live on October 31st at 10am MDT for the fourth webinar in the Power of Qi Gong series!  , ,   ",positive,0
57,Kostenlose LIVE Qi Gong Stunde  am 24.10.2022 ab 18 30  via ,neutral,1
58,"Join me for Qi Gong on Tiktok, fam! It starts in five!  ",neutral,1
59,im going to channel my internal chi to make my boobs big this is what i spent years training qi gong for,negative,2
60,"Thunderstorm, Rain Sounds  ; Relaxing Nature Sounds  Binaural Beats for Sleep Insomnia,Meditation,Qi Gong and  S JKIOWNW  ",neutral,1
61,"In our upcoming Silk Reeling Qi Gong workshop, you will discover a set of continuous spiraling movements to relieve stiffness and pain from your hips, knees, shoulders, wrists, and hands. Click here to learn more and register    ",positive,0
62,"I'm honored to be on the slate this Saturday with fourteen awesome speakers -- all sharing practical new tools, mindset, and strategies of dating better this fall   Expertise ranging from trauma and triggers to qi gong and gaslighting, from sexuality an…",neutral,1
63,"I'm honored to be on the slate next Saturday with fourteen awesome speakers -- all sharing practical new tools, mindset, and strategies of dating better this fall !  Expertise ranging from trauma to qi gong to parenting to gaslighting to sexuality to sabo…",neutral,1
64,Shaolin Qi Gong  20 Minute Daily Morning Routine  八段锦 Ba Duan ...  via ,neutral,1
65,"Me in my daily Qi Gong space.  Life, through the voice of my 4yrs old  ""Why such an angry face?""  Me smiling while taking the point  ",neutral,1
66,"Tai chi online is back on next Sat., 10/29 at 10am. Sign up on our events calendar here     No equipment necessary; just wear comfortable clothing  ; log on! These classes will provide an overview of the basic concepts of Tai Chi and Qi Gong.   #Q ... ",neutral,1
67, Today's Activities  12 00-14 30 Crochet Club 18 00-19 00 Qi Gong 19 00-20 30 Board Games Bazaar ,neutral,1
68,This morning I made a fool of myself by insisting on a Zumba dance and turned it into a fiasco. I ended up doing the Qi Gong instead.,neutral,1
69,"Discover the foundational movement method behind  and learn how to achieve continuous ""complete body movement"" by utilizing the innate power of the Tan Tien (energy centers). ",neutral,1
70,"Finding ways to let go, like your floating on water. Creating inner and outer sanctuary. Breath is key too, that's why Yoga, Tai Chi and Qi Gong incorporate movement, breath and focus. One movement, one breath and one focus at a time.  I say do what works…",neutral,1
71,Qi Gong healing! ⁦⁩  ,positive,0
72,"Traditional Chinese Medicine  The Complete Guide to Acupressure, Acupuncture, Chinese Herbal Medicine, Food Cures and Qi Gong VIPKYIA  ",neutral,1
73,"Wu Ji Gong is a simple to learn  ; extremely powerful form of Qi Gong. Passed down from master to student for the last 800 years. Daily practice of this Chi Gong awakens Self-Love, Inner Peace  ; Physical Longevity. ",positive,0
74,9-Minute Arthritis Relief Qi Gong Routine  via  ,positive,0
75,9-Minute Arthritis Relief Qi Gong Routine  via ,positive,0
76,"a recording of the venus day qi gong container in  today, on working with the energies of perfectionism in our bodies and in the collective body of human consciousness ‘   with    and  ‘    ' ",neutral,1
77," 66 Qi gong therapy, as well as other branches of Chinese medicine, can be reduced to two simple principles  the cleansing of meridians to achieve harmonious energy flow, and the restoration of yin-yang balance. - Wong Kiew Kit  [...] ",positive,0
78,Returning to SD Who Con … Doc Phineas who will be hosting his popular Qi Gong Yoga this Saturday and Sunday mornings at 8am on the Gazebo Lawn….         ,neutral,1
0,"  I'm down with resistance training today, even machine type. Low weight, high reps, with Qi Gong and Tai Chi. Down to tight, 175-180 of high school years and still immensely strong for my new size.",positive,0
1, Qi gong. It’s halfway between meditation and yoga. It allows you to release unhelpful energy from the body and cultivates harmony in your environment.,positive,0
2,  The Boss is also a master of qi gong as well ,neutral,1
3,"  He's a master of qi gong and most likely took some classes from chinaman. He's also able to do ""ninja techniques as well"", it's a wacky world in mgs ",neutral,1
4,   Note   qi gong the toy it was a life saver,positive,0
5," My ""life philosophy"" is an amalgamation of  - Theistic evolutionary creationism - Christian universalism - Qi gong - Lockean individualism - Jeffersonian republicanism - Aristotelian virtue ethics - Process metaphysics - Heideggerian existentialism",neutral,1
6, Qi Gong every morning (almost).,neutral,1
7,"           Yep movement . Qi Gong is awesome for mobility , flexibility and mental well-being",positive,0
8," Yes this doesn't work for me either, perhaps never will bc of lived experiences. Most of what I've read sounds like the author doesn't share my fidgets   Otoh Qi gong allows slow movement to entrain meditative states, totes worth your time to explore as an alt. IMHO ",neutral,1
9," Just in case this resonates, practicing Qi gong is life changing and helps so much to heal emotional wounds and all wounds in fact. It helps me a LOT",positive,0
10," Hi Lynda, At the moment like a really heavy cold, reading a bit, watching Tele, little bit of qi gong...s Two days a go felt like something lifted/let go..all well in my self..j",neutral,1
11, Lmao!  Love u 2!  I felt this way until my sisters huge balls cane corso about took my head off. He warmed up after that luckily. I was doing qi gong in the grass the next day  ; he came running I said fuck i might die right now. He just wanted to say hi luckily,neutral,1
12, Hey my homie master Hong found a friend or another just a low life Hollywood type  who would have thought Qi Gong outweighs Hollywood cults.,neutral,1
13,"Movement. Exercise. Find what you LIKE so you’ll stay with it Self-torture won’t stick  ) But even top athletes have had heart attacks at age 50  So add breathing deep into belly w yoga, qi gong, etc w teachers steeped in integrity. Proper breathwork can also do the trick.",neutral,1
14,  Thanks for this. I’ll look up Qi Gong!,neutral,1
15,  Yoga  and Qi Gong will help you sleep too.,positive,0
16,"i'll teach u qi gong and i'll learn what ur ancient wisdom tradition calls ""the five finger discount"" '",neutral,1
17," I am too old to be lifting weights, to be doing Qi Gong, and to be exploring energies and learning to act and trying to be a celebrity.  But I enjoy pursuing these things even though I will never be famous. I am too ugly and too  for such dreams.  But I still enjoy it! )",positive,0
18,tbh i pray these rebranded qi gong exercises work for them '  i pray they become more embodied and root out any of the programming that made them more susceptible to western spiritualist marketing ',neutral,1
19,"  There have been reports of excellent detox with Tai Chi and/or Qi Gong.  I do the latter and it's like a walking meditation.  It's slow  ; gentle, but still works the body well.  You can find many videos from beginners to advanced on YouTube, also for general or specific healing.",positive,0
20, Have you looked into qi gong (ba duan jin) as a moving meditative practice?,neutral,1
21,"[Audio removed, wrong Audio] - ""Qi/Chi is nothing"". XinXing And Gong is most exquisite. There's a small Note his higher self said. - Precision Analysis. ",neutral,1
22,"Whether it's  - Yoga - Tai Chi - Qi Gong - Walking - Running - Swimming - Martial arts - Weightlifting  or any other modality, find the practice that feels best for you in your body and make a habit of doing that multiple times a week.",neutral,1
23, Mine lasted two days! Halloween day (smh of course) and the next day after! I personally just took some time off social media and got high and did my yoga! this rising I started the day with some qi gong and I honestly feel so much better!!!,positive,0
24,"Thinking about how 1.5 decades of this subtle noticing may be supporting my ability to sense and feel shifting environments and systems, ‘feeling the water’ of the dynamic containers I engage with. Emergent dialogue, qi gong, collective psychic energy stuff",neutral,1
25, Tai chi and Qi gong is so underrated. The practice can literally transform both mind and body. Should be socially prescribed and free for all.,positive,0
26,"  no resting of electronic devices - laptops, phones, tablets on the waist of body.  We are holobionts, GI microbiom emits electrons. the ""gut brain axis is highly important to our health.  BTW - perform Qi Gong Self-Massage after Qi Gong Breathing.  I'm a  longhauler.",neutral,1
27,"  Daily GI recovery  Inulin (3xbananas), Myelin (12xWalnuts), Kimchi (70gProbiotics), leafy greens, variety of fruit and vegetables, salmon, trout etc  5-15 mins Qi Gong Breathing in a ""healthy woodland"" for the soil microbiome aerosols.  No inflammatory foods - candy, crisps etc",neutral,1
28,But first… some Qi Gong in today’s studio! Eye-level laptop.  ,neutral,1
29,"  there’s a similar concept in traditional Chinese medicine, where u store emotions in your body and they create blockages that affect your qi  i’ve had great experiences with TCM, acupuncture and qi gong and i think there’s something to this",positive,0
30, Ha. I do Qi Gong. They’re similar but Tai is like choreography and Qi Gong gong is the steps. Choreography and me don’t go well together. Ha.,neutral,1
31,   You can connect to the Earth with Qi Gong.  ,neutral,1
32, Can I offer an hour of qi gong in return?,neutral,1
33,We go way back to 2017 with     We trained qi gong and tai chi. ,neutral,1
34,"  It's okay for you stop thinking about world problems for an hour or two hours or more. Listen to some music. Walk in Nature. Do some Tai Chi, Qi Gong or Yoga. Watch a comedy. There are good people and there is beauty in the world still. Be grateful for that.",neutral,1
35," A year ago I started a programne of intensive and targetted meditation practice, kundalini yoga and qi gong.  3 weeks ago I experienced depression as a fleeting and vague bodily sensation, with no narrative attached to it (yet fully aware of its trigger). /1",neutral,1
36, Yoga and Qi Gong are good. Also accupuncture.,positive,0
37," Tai Chi, Qi Gong, yoga... Also introduce caffeine reduction,chamomile tea,avoid alcohol  ;other stimulates.Earthing,as much contact with nature as possible.  ",neutral,1
38,"Jiang Shang, typically known as Jiang Ziya, or Lu Shang, honoured as Taigong Wang and thus sometimes referred to as Jiang Wang or Lu Wang, respectfully called Shi Shang Fu by some, historical rank Qi Tai Gong,",neutral,1
39,"  subjective. i dance every day—it looks super weird and i’m healthier than i’ve been in 20 years. also, qi gong is one of the smartest forms of exercise ever created. you may not agree with their government; and neither do i, but this, like i said, is not all that bad.",positive,0
40,You see this clearly in Qi Gong  practice. (Chinese Yoga).  We focus on centering the qi   energy and building it in the   body.,neutral,1
41,   The healthiest diets are WFPB and The Mediterranean Diets. Put on a 5 minute Qi Gong video. Don’t put them on a weightlifter’s diet. ,neutral,1
42,   Impressive. My husband does kung fu. Me I stick with qi gong,neutral,1
43,"  Try Moving Meditation, same results!  Qigong or Taichi (slow execution and abdominal breathing). Search for YMAA from Dr. Yang (eight peace brocade Stand Qi Gong)",neutral,1
0,"I don’t know who needs to hear this, but when Steve Jobs was diagnosed with pancreatic cancer he initially choose to treat it with “magical thinking ” acupuncture, vegan dieting and bowel cleansing.   ",NU,1
1,"   What will fix chronic and sometimes acute IT Band inflammation? Can’t take NSAIDS bc I am not two years out from 3 strokes.   Tried foam roller, PT, dry needling, and acupuncture.",P,0
2,"Wongu University of Oriental Medicine proudly provides free acupuncture treatment at The Harrison House.  every 1st Friday 8am-5pm The Harrison House 1001 F. Street. Las Vegas, NV 89106 702-850-0249.  Thank you for having us on Nov 4, 2022. ",P,0
3,Relief Energy Cream--liquid acupuncture. Brings immediate relief without analgesics. Hypoallergenic formula really works.  ,P,0
4,"In a Cochrane  of the literature,  was found to be beneficial in reducing the symptoms of , including  symptoms (Franco et al, 2019).   LINK         ",P,0
5,"The services provided by Central Clinic on 351 Hagley Rd are very comprehensive, such as chiropractic, acupuncture, massage...And there is a Cannon hill playground. Last time I went there, I felt it was very beautiful.",P,0
6,"The services provided by Birmingham Chest Clinic on 151 Great Charles Street Queensway, Dudley Rd are very comprehensive, such as chiropractic, acupuncture, massage...And there is a Sycamore Crescent Play Area. Last time I went there, I felt it was very beautiful.",P,0
7,"The services provided by The Patient Experience Hub on Birmingham Childrens Hospital, Steelhouse Ln are very comprehensive, such as chiropractic, acupuncture, massage...And there is a Halfpenny Green Golf Club near the clinic. Last time I went there, I felt it was very beautiful.",P,0
8,The World Health Organization has recognized acupuncture as effective in treating mild to moderate depression,P,0
9,"I am 110% a skeptic when it comes to alternative method but I just did some acupuncture for my back since I'm desperate and, shockingly, I think it's actually helping?? Fascinating.",P,0
10,Me   Hey! That tickles Acupuncturist  Gwahhhhhh wob wob wob ahahaha The acupuncture needles  ,NU,1
11,I learned that in acupuncture grief is stored in the left lung- I swear I feel better even after my 1st session. My grief isn’t as intense. Trip out,P,0
12,Finally working on a course. It’s time to level up the acupuncture profession  )  ,NU,1
13,"Natural antihistamines may help you control your seasonal allergies. Common ones are stinging nettle, vitamin C, quercetin, butterbur, bromelain, and probiotics. Some alternative practices—such as acupuncture, nasal irrigation, and exercise—may also help you manage symptoms.",P,0
14,Someone just walked into my apartment thinking it was the acupuncture place and I was peeing!! Had a stroke!,NU,1
15,Go out and vote this Tuesday and then come in and get $15 acupuncture! What a great way to affect the world around you! ,NU,1
16,Got acupuncture and deep tissue massage  boy I needed that... feeling so tired,P,0
17,Czarniak says she was really interested in the science behind how  might help her heal. She admits that she also thinks some improvement has been made because these therapies have forced her to relax and take her recovery day by day.  ,P,0
18,"Acupuncture is a safe, natural alternative in helping with fertility issues, anti-aging, skin health, sleeping issues, anxiety, colds, flus, and so much more.   website for more information   ",P,0
19,"Queens- it literally takes YEARS to heal, please start now. It’s not just talk therapy, it’s boundaries, somatic stuff, healthy diet, acupuncture, mindfulness.. so much so much.",NU,1
20,"joehawleyjoehawley001 I received some criticism for this, but it was coming from a real place; that said, if only for my sake, please do not cut yourself. You could, however, consider acupuncture. Here's to the life and art of Daniel Johnston (swigs Yoohoo, maybe Moutian Dew)",P,0
21,"Acupuncture points 𝐏-𝟕, 𝐘𝐮𝐚𝐧-𝐒𝐨𝐮𝐫𝐜𝐞 points stimulate the vital energy of the regular meridians, regulate the functional activities of the internal organs, reinforce antipathogenic factors.       ",P,0
22," At the edge of the  she loved sitting at he stood recalling her influence. She'd sway his decision counter to his choice about healing. Her  idea caught him by surprise, calling it out of the   he relented in the end.  ",NU,1
23,Acupuncture points? What are those? Are they sort of like Dragon Veins?,NU,1
24,The Fundamentals of Acupuncture KRMAUVL   ,NU,1
25,Veterinary Acupuncture  Ancient Art to Modern Medicine YCXGLG2   ,P,0
26,I have debilitating fibromyalgia that requires a gluten free diet under a holistically sound shamans care. My cats get acupuncture for chronic fatigue syndrome. I’ve ate Play dough before to clean my colon. Im an independent woman. Full stop.,NU,1
27,Russell Crowe the aerobics instructor is having acupuncture but is eaten and digested by Rachel Weisz.,NU,1
28,Feel brave enough to sit for free acupuncture as I learn how to do it? ,NE,2
29,"I'm looking for Acupuncture Services in Nairobi, Kenya, and these people can help  ",P,0
30,Have you been put to your greatest test?        ⁠            ,IC,1
31,Acupuncture therapy for pain on the hand caused by gym injury. ,P,0
32,"‘Try ,’ they say, ‘It can chase the blues away.’ They underestimate my pain for my blues are darkest grey. Every needle in the world,  positioned and pinned  within my skin won’t banish this grief, this unending mourning, now that you have gone.  ",IC,1
33,"This body remembers. Sorrowful sinew and  muscular malformation, foundation of this stumbling vessel; captain long tormented. Pain thrums fervent, eager for escape.  lightening rod draws electric energy, soulful and seeking, a promise of release.   ",IC,1
34,Acupuncture is a needless endeavour.,NE,2
35,  acupuncture can maim  as well as heel when put in the wrong  place you will feel torn apart  on a giant wheel a loser on deal or no deal,NE,2
36,The Berkley Center for Reproductive Wellness recently helped a patient with pcos get  with  and . We are the  go to place to get help . ,P,0
37,"The sages of yesteryears had a great outlook towards Ayurveda that, ‘each science is an inseparable part of ’. According to this approach, homeopathy, acupuncture, allopathy, electropathy, naturopathy, magnetotherapy etc are all integral to Ayurveda.",NU,1
38,poke her wit my dicck ayy yeah that's acupuncture,NE,2
39,i wanna get acupuncture ,NU,1
40,I should be going to the physio weekly. But I'm an idiot and I stopped. Acupuncture really helps. ,P,0
41,A willing volunteer demonstrating acupuncture points!  ,NU,1
42,"Shirodhara  Shirodara massage,a treatment derived from Ayurveda, also called brain massage.   A drop of oil on the forehead, concentrating on the acupuncture points, is the ultimate in healing.   Recommended for those with stiff shoulders and those who feel tired eyes. ",P,0
43,Acupuncture Super Set  5-Head Electronic Acupuncture Pen + Gua Sha Tool + 600 Ear Seeds + Retractable Acupuncture Pen + 4 x E 32MQTJN   ,NU,1
44,"Acupuncture Point with   on  - How Zombie Mushrooms may help cancer patients…  for  related pain…  to lift, tone  ; sculpt… we go back to acupuncture school to learn ...      ",P,0
45,Traditional Acupuncture  The Law of the Five Elements ZHP9FEX  ,P,0
46,"Such tenuous bonds tie us to this , she said. Life is a rocky peninsula and we are wreckers, our lights drawing those bonds in to founder on our shores. I said,  might help your depression. She said, let's put a pin in that.   ",N,2
47,started getting cupping therapy done and it is a game changer.... need to try acupuncture next,P,0
48,"My home is on the 585 Englehardt St, and there is the Rick Acupuncture and Herbal Medicine Clinic not far from my home. On the 1/579 Dean St, there is a MVE STUDIOS 2640, I always have fun at there.",P,0
49,"Acupuncture, Moxibustion Meridian Massage Joint Movement Method / March 2022(No 174) 2X2G8UA   ",NU,1
50,We can think of a few more triggers too!   Why not take advantage of our November offer on acupuncture for headaches for more details click on the offers button on our website. ,NU,1
51,"Almost halfway through my  course this year and some days it feels a struggle to keep up with the study and assignments, but am really enjoying the learning and the fantastic tutors and fellow learners so are inspiring!  ",NU,1
52,Join us for our first community style Acupuncture and Massage event coming up in 2 weeks. Visit our website to book your appointment.      ,NU,1
53,Yamamoto New Scalp Acupuncture  Principles and Practice DXTU9Q4   ,NU,1
54,I don’t know where my wallet is and I don’t remember my card info so I can’t book this acupuncture appointment ,NU,1
55,"The Queen Shopping Mall is located in Queen St. My classmates and I often go shopping there. At the same time, we often go to TLC Acupuncture Brisbane City, located in 1/243 Edward St.",P,0
56,Acupuncture in the Treatment of Children (3rd Edition) IIXESDW   ,NU,1
57,"When I was at the Eurobodalla Regional Botanic Garden, I saw a strong old man and asked him why he can keep healthy. He said he insisted on acupuncture at Carter Chiropractic  ; Dubbo Acupuncture. He told me that address was 64 Bultje St. I decided to go on the weekend.",P,0
58,"joehawleyjoehawley001 I received some criticism for this, but it was coming from a real place; that said, if only for my sake, please do not cut yourself. You could, however, consider acupuncture. Here's to the life and art of Daniel Johnston (swigs Yoohoo, maybe Moutian Dew)",P,0
59,"Acupuncture relieved the pain in your arm but gave you a certain level of mental recession, I see.",NE,2
60,  Acupuncture Stress Relieve Mat with Pillow for Full Body  ,NU,1
61,I’m too friendly bc some guy used an acupuncture ruse on me to ask my shoe size  ; after I told him I walked away  ; he said “ticklish feet huh”   THAT WAS MY LAST STRAW ,NE,2
62,"Stimulation of these trigger points with acupuncture is expected to improve your symptoms.  On the other hand, if trigger points remain, your symptoms will repeat. ",P,0
63,"The ""trigger points"" in our trigger point acupuncture treatment refer to areas of hyperalgesia.  There are two types of these trigger points, latent and active, causing your symptoms.    #国立 #鍼灸",NU,1
64,ACUPUNCTURE RINGS. THE ANSWER IS ACUPUNCTURE RINGS. ,NU,1
65,Acupuncture And Herbs Rheumatoid Arthritis Relief Confirmed   via ,NU,1
66,Acupuncture Produces Long COVID Relief   via ,P,0
67,Acupuncture Slows Arthritis Joint Degeneration   via ,P,0
68,Acupuncture Alleviates Diabetic Neuropathy Finding   via ,P,0
69,"NOVEMBER  The Many Benefits of Acupuncture  can be used to help with symptom relief from a variety of health conditions. Some examples include  1)  -2)  imbalance -3)  - 4)   with insomnia, snoring, ; sleep apnea ",P,0
70,"I tried acupuncture, the patch, and hypnosis, but found that I needed to do it alone - when the time was right for me",P,0
71,The acupressure point on the bottom of the heels connect directly to kidney function. This is well known in Chinese medicine and has been incorporated in ancient methods such as shaking qigong and acupuncture to treat diabetes and kidney disorders.,P,0
72,Sports Acupuncture  The Meridian Test and Its Applications KQHGNRM  ,NU,1
73,My grandfather ran the Ayurvedic clinic in his village  ; my uncle carried it on. Another uncle ran an acupuncture/yoga clinic. They were smart enough to refer people to a real hospital when needed. Pushing the woo globally as part of a nationalistic drive is not good. ,NE,2
74,It's really dumb that medicare covers most chiropractic treatments but only covers acupuncture for low back pain,P,0
75,I think I snored during acupuncture ,NU,1
76,The Nasty Acupuncture of Max Joseph,NE,2
77,PREPARE FOR YOUR TREATMENT Turn off your Cellphone To avoid forgetting and/or getting distracted by a call or message. Acupuncture works with the flow of your Qi - vital energy. Just use it if you are listening to soothing meditative music.  ;HACKS POWER OFF[...] ,P,0
78,"A buddy recommended acupuncture and out of curiosity I looked up practicioners in the area... anyhow, I feel certain going to this one place will get me human-centipeded. ",NE,2
79," - Gall Bladder 20 . Ive always found it remarkable this Chinese acupuncture point approximates the greater occipital nerve and its use in headache rx . Long b4 anatomical dissection, radiology  ; nerve blocks  ",P,0
80,Massages also help reduce stress and anxiety and boost your immune system   Why not take advantage of our November offer on acupuncture for headaches for more details click on the offers button on our website. ,P,0
81,"well, the doctor thought I’d been in a car accident because my muscles are so fucked up. he gave me 5 days of benzos, prescribed some very strong pain meds and ordered me to get 5 sessions of physical therapy (or acupuncture) and also sent me to therapy. he thinks I’m rich lmao",NE,2
82,"I.5 hour hot stone massage tonight, acupuncture tomorrow morning and eft tapping Monday morning. Hopefully I can find a soundbath too. * self-care so I can assist my hoorz to the best of my ability *",NU,1
83,Better Immunity. Hijama strengthens the body's resistance against illnesses by improving your immune system. It kicks off the defensive mechanism of your body. ---    info.ca  +1 204 390 7737 .    ,P,0
84,My dog is currently having acupuncture lmao,NU,1
85,What Is Acupuncture? — Acupuncture Physicians Group via  ,NU,1
86,"Seminar  Master Tung's Acupuncture (Point Selection, Methods  ; Clinical Applications) November 13  ; 20, December 4  ; 11 [1PM - 4PM] 12 NCCAOM   Register   ",NU,1
87,You call it really bad at darts I call it freestyle acupuncture.,NE,2
88,I help athletes achieve their goals. This man is over 51 years young.      @ Elements in Harmony Acupuncture  ; Chinese Herbs ,P,0
89,Omg I forgot how much I loved acupuncture,P,0
90,"How I’ve tried to manage Endo (even before I knew it was Endo) LET ME COUNT THE WAYS  Various BC pills  ; pain killers, Acupuncture, Physio, Chiro, Osteo, Colonic Irrigation, Infra-red sauna, Zero stimulus tank therapy, various diets, Yoga… etc etc. What worked? Expert excision.",NE,2
91,"I have been struggling w autonomic disregulation causing acid reflux  ; GERD which culminated in severe pain in my lower throat/esophagus with every swallow. It didn't respond to anti-acids, which leads me to diagnosis of autonomic cause. Acupuncture can treat effectively. ",P,0
92,Acupuncture uses needles to apply pressure to these energy points. EFT uses fingertip tapping to apply pressure.,NU,1
93,I love acupuncture ,P,0
94," research  Small Norweigan study (N=67) concluded that  seems a worthwhile alternative approach in the prevention of  lower  in women (Aune et al, 1998).   LINK        ",P,0
95,Zak acupuncture is the one for your facial work. ,NU,1
96,The efficacy and mechanism of acupuncture in the treatment of male infertility  A literature review ,NU,1
97,"Gua Sha Facial Tool, Natural Jade Stone Guasha Board for SPA Acupuncture Therapy Trigger Point Treatment, Gua Sha Scraping Ma AME8HJM   ",NU,1
98,When to Get Acupuncture Treatment via  ,NU,1
99,It’s a  sign thing. I had really bad acid reflux until I did acupuncture. ,P,0
100,Try this ancient Chinese technique for better sleep ,P,0
101,Acupuncture Alleviates Diabetic Neuropathy Finding   via  ,P,0
102,"Chronic pain is REAL, but there are ways to manage it without the use of opioids. Chiropractic treatments, physical therapy,  ; acupuncture are just a few alternatives.  Talk to a healthcare professional about what might work for you.  Learn more   ",P,0
103,First time acupuncture was not that bad it feels like a prickling sensation the only time they insert the thin needle thinner than a vaccine or shot they said. Invest in yourself and health. Looking forward to my healing journey.,P,0
